"Lari Ligmanen;""Finnish"";""Athênai F.C."";""DM"," M (C)"";1;90;12",8;6,9;0;0;0;0,03;0;1;0;0;43;47;91,49;1;0;0;NA;1;2;3;66,"67;0;0;0;0;NA;0;1;2;0;0;0;0;0;0;""4-1"";""Montréal United"";""5"";2;1;10;5;5;9;10;8;11;5;5;12;10;5;5;10;10;8;5;5;9;5;7;5;10;9;5;13;5;5;10;20;10;5;10;9;5;11;5;5;5;20;8;10;11;8;5;10;12",,
"Laurent Gourcuff;""French"";""Athênai F.C."";""M (C)"," AM (LC)"";1;90;14;6",9;0;0;0;0,14;1;2;0;0;59;64;92,19;2;2;3;66,"67;0;0;1;0;0;0;1;1;100;0;0;1;0;0;0;0;2;0;""4-1"";""Montréal United"";""5"";2;1;10;5;5;12;5;12;5;5;5;12;12;9;5;12;5;13;5;5;13;13;5;5;5;5;5;5;5;5;5;20;11;5;10;13;5;5;5;5;5;20;5;5;13;13;5;12;13",,,
"Liang Kuai;""Chinese"";""Inter London"";""AM (RL)"";1;90;14",8;6,22;0;0;0;0,"07;1;1;0;0;28;35;80;2;0;2;0;0;4;10;40;1;1;0;1;0;0;4;3;0;0;0;3;1;0;""1-1"";""CF Catalunya"";""5"";2;1;14;5;5;13;6;13;5;5;5;11;5;5;10;11;5;13;5;13;10;11;13;5;5;5;5;5;14;5;5;20;9;5;16;10;5;10;5;5;5;20;8;5;8;13;5;8;11",,,,,
"Linnea Nesse;""Norwegian"";""Inter London"";""D/WB (R)"";1;90;13",5;5,9;0;0;0;0;0;0;0;0;35;43;81,4;2;3;10;30;0;2;3;66,"67;0;0;0;1;0;0;1;3;0;0;0;0;1;0;""1-1"";""CF Catalunya"";""5"";2;1;13;5;8;10;10;8;9;5;5;10;10;10;13;10;10;10;5;5;10;8;5;5;5;5;5;5;5;9;10;20;10;5;13;13;5;10;5;5;5;20;10;15;10;10;5;10;10",,,,
"Mack Fred;""Irish"";""CF Catalunya"";""ST (C)"";1;90;12;6",9;0;0;0;0,29;0;4;0;0;39;43;90,7;3;1;1;100;0;7;11;63,"64;0;1;0;0;NA;0;0;4;0;0;0;1;1;1;""1-1"";""Inter London"";""5"";2;1;13;5;5;10;12;10;5;5;5;12;8;5;5;10;5;11;5;12;10;6;5;5;10;13;5;5;10;5;5;20;12;5;11;10;6;5;5;5;5;20;8;5;7;10;5;8;12",,,,
"Makrus ""the Tater"" Jager;""German"";""Montréal United"";""M (C)"";1;90;13",7;6,8;0;0;0;0;0;0;0;0;101;112;90,"18;1;0;0;NA;0;4;4;100;1;0;3;4;75;0;1;5;0;0;0;2;0;0;""1-4"";""Athênai F.C."";""5"";2;1;9;5;8;9;10;10;8;5;5;8;8;7;10;9;8;10;5;8;10;10;6;5;6;7;5;10;10;7;8;20;12;5;10;13;6;8;5;5;5;20;9;12;12;10;5;8;12",,,,,
"Malakai Black;""Dutch"";""FC Rio"";""M (C)"";1;90;13",5;6,8;0;0;0;0;0;0;0;0;40;42;95,24;1;0;1;0;0;2;3;66,"67;0;0;0;0;NA;0;3;1;0;0;0;1;0;0;""3-2"";""Tokyo S.C."";""5"";2;1;10;5;10;10;10;5;10;5;5;11;5;5;10;10;5;10;5;5;11;5;5;5;5;5;5;5;5;5;10;20;5;5;11;12;5;5;5;5;5;20;8;10;11;11;5;11;11",,,,
"Mazrim Taim;""American"";""Inter London"";""D/WB (L)"";1;90;14",1;6,9;0;0;0;0,07;1;1;0;0;31;33;93,94;0;1;6;16,67;0;3;6;50;0;5;5;6;83,"33;0;3;4;0;1;0;2;2;0;""1-1"";""CF Catalunya"";""5"";2;1;14;5;8;11;10;11;9;5;5;10;9;8;14;10;10;13;5;5;10;10;5;5;5;5;5;5;5;9;9;20;8;5;15;13;5;9;5;5;5;20;6;10;9;10;5;8;13",,
"Mike Rup;""American"";""Tokyo S.C."";""D (RLC)"";1;90;12",1;6,3;0;0;0;0;0;0;0;0;67;68;98,53;0;0;0;NA;0;8;15;53,"33;1;0;0;0;NA;0;1;6;0;0;0;2;0;0;""2-3"";""FC Rio"";""5"";2;1;11;5;7;11;12;12;11;5;5;10;9;5;5;10;11;6;5;7;10;5;5;5;13;13;5;9;5;5;13;20;8;5;10;12;5;13;5;5;5;20;13;13;12;7;5;11;10",,,,
"Mikko Järvälä;""Finnish"";""Hollywood FC"";""D (RLC)"";1;90;10",6;7,52;0;0;0;0,14;2;2;0;0;52;55;94,"55;0;0;0;NA;0;17;17;100;2;0;2;2;100;0;5;15;0;0;0;1;0;0;""5-3"";""Cairo City"";""5"";2;1;16;5;5;10;13;9;5;5;5;5;10;5;5;13;5;5;5;5;10;5;5;5;13;15;5;5;5;5;13;20;5;5;15;10;5;13;5;5;5;20;13;12;10;5;5;5;8",,,,
"Mikko Rashford;""Zambian"";""Hollywood FC"";""DM"," M (C)"";1;90;14",4;7,08;0;0;1;0,17;1;1;0;0;29;34;85,29;4;3;7;42,"86;0;1;2;50;0;0;3;5;60;0;2;1;0;1;0;5;1;0;""5-3"";""Cairo City"";""5"";2;1;15;5;5;10;13;11;5;5;5;8;5;5;5;13;5;10;5;10;10;5;5;5;5;5;5;15;9;5;5;20;13;5;16;14;5;10;5;5;5;20;12;11;10;10;5;13;10",,
"Milan Horvat;""Serbian"";""FC Rio"";""M/AM (C)"";1;90;14;6",9;0;0;0;0;1;1;0;0;42;44;95,"45;1;0;0;NA;0;1;2;50;0;0;2;2;100;0;2;1;0;0;0;0;2;0;""3-2"";""Tokyo S.C."";""5"";2;1;10;5;10;10;13;10;10;5;5;10;10;5;8;12;10;10;5;10;10;13;5;5;10;10;5;5;10;5;10;20;13;5;13;13;5;10;5;5;5;20;10;10;10;10;5;10;13",,,,,,
"Narsko Koivu;""Canadian"";""Cairo City"";""M/AM (R)"";1;90;13",7;7;0;1;0;0,45;5;6;0;0;27;34;79,41;0;0;3;0;0;10;13;76,"92;0;1;0;1;0;0;0;1;0;0;0;1;3;1;""3-5"";""Hollywood FC"";""5"";2;1;11;5;6;9;7;8;6;5;5;12;8;5;8;12;7;12;5;7;12;7;5;5;7;8;5;6;7;5;7;20;12;5;12;14;5;7;5;5;5;20;8;7;12;12;5;13;7",,,,
"Nevin Kisbet;""Scottish"";""Montréal United"";""AM (LC)"";1;90;13",5;6,1;0;0;0;0,26;2;2;0;0;30;34;88,"24;0;0;5;0;0;1;2;50;0;0;1;1;100;0;2;2;0;0;0;1;0;0;""1-4"";""Athênai F.C."";""5"";2;1;10;5;5;5;5;5;5;5;5;10;5;9;5;6;5;13;5;10;10;6;16;5;5;5;5;5;13;5;5;20;5;5;10;15;16;8;5;5;5;20;5;5;5;13;5;10;5",,,,
"Oscar Fernandes;""Portuguese"";""FC Rio"";""M/AM (C)"";1;90;14",3;6,3;0;0;0;0,1;0;3;0;0;31;33;93,"94;0;0;0;NA;0;1;2;50;0;1;0;0;NA;0;0;0;0;0;0;2;0;0;""3-2"";""Tokyo S.C."";""5"";2;1;9;5;14;10;5;10;12;5;5;11;5;5;11;5;15;5;5;10;11;13;5;5;5;5;5;7;12;5;5;20;10;5;13;12;5;5;5;5;5;20;5;5;5;12;5;12;13",,,,
"Owen Forty-Four;""Slovenian"";""Tokyo S.C."";""AM (RL)"," ST (C)"";1;90;11",4;7,12;0;1;0;1,08;2;5;0;0;32;37;86,"49;1;0;0;NA;0;2;8;25;0;0;1;1;100;0;0;1;0;0;0;6;2;3;""2-3"";""FC Rio"";""5"";2;1;15;5;5;5;15;7;5;5;5;10;5;5;5;5;5;5;5;20;7;5;5;5;10;7;5;5;5;5;5;20;15;5;15;5;8;10;5;5;5;20;7;5;5;5;5;5;5",,,
"Pasta the Turtle;""Ecuadorian"";""Inter London"";""D (C)"," DM"";1;90;10",6;6,1;0;0;0;0;0;0;0;0;22;34;64,71;0;0;0;NA;0;6;7;85,"71;3;0;0;0;NA;0;2;7;0;1;0;1;0;0;""1-1"";""CF Catalunya"";""5"";2;1;10;5;10;7;11;10;11;5;5;10;11;5;5;9;10;6;5;5;10;5;5;5;12;12;5;10;5;5;10;20;5;5;12;9;5;10;5;5;5;20;12;10;10;10;5;9;10",,,
"Patrik Björkås;""Swedish"";""Montréal United"";""DM"," M/AM (C)"";1;90;13",7;6,48;0;0;0;0;0;0;0;0;85;95;89,"47;0;0;1;0;0;3;3;100;0;0;1;1;100;0;1;3;0;0;0;3;1;0;""1-4"";""Athênai F.C."";""5"";2;1;10;5;10;6;10;10;5;5;5;10;10;5;5;11;5;10;5;10;13;5;5;5;5;5;5;5;10;5;5;20;13;5;10;13;5;11;5;5;5;20;10;13;13;11;5;10;13",,,,
"PenaltyTo Rangers;""Scottish"";""FC Rio"";""D (C)"," DM"";1;90;10",6;7,8;0;1;0;0,31;2;6;0;0;33;34;97,06;0;0;0;NA;0;14;16;87,"5;0;0;1;1;100;0;3;10;0;0;0;1;0;1;""3-2"";""Tokyo S.C."";""5"";2;1;7;5;10;6;10;7;10;5;5;5;10;5;5;10;5;5;5;5;5;5;5;5;16;16;5;5;5;5;10;20;5;5;8;5;5;11;5;5;5;20;15;10;5;5;5;5;5",,
"Pingu Nootazuki;""Japanese"";""Tokyo S.C."";""GK"";1;90;6",5;6,8;0;0;0;0;0;0;0;0;45;56;80,"36;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;""2-3"";""FC Rio"";""5"";2;1;7;10;5;12;12;5;5;14;8;12;12;5;5;8;10;5;7;5;7;5;5;7;5;5;13;10;5;5;5;20;5;13;5;7;5;12;5;13;13;20;5;5;10;5;7;7;10",,,,,
"Powdered ToastMan;""American"";""Cairo City"";""D (RLC)"";1;90;10",6;6,38;0;0;0;0;0;0;0;0;37;39;94,87;0;1;2;50;0;10;14;71,"43;0;0;0;0;NA;0;2;9;0;0;0;0;0;0;""3-5"";""Hollywood FC"";""5"";2;1;10;5;5;7;10;10;8;5;5;9;10;5;5;10;7;7;5;7;7;5;5;5;13;13;5;8;5;5;14;20;9;5;10;10;5;13;5;5;5;20;14;13;8;5;5;10;8",,,,
"Radek Soboda;""Czech"";""Cairo City"";""GK"";1;90;4",3;6,2;0;0;0;0;0;0;0;0;17;26;65,"38;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""3-5"";""Hollywood FC"";""5"";2;1;5;10;5;5;10;10;5;20;5;5;5;5;5;10;5;5;5;5;5;5;5;20;5;10;10;5;5;5;5;20;5;5;5;5;5;10;5;10;5;20;5;5;10;5;5;10;5",,,,,
"Ricky Bobby;""Zambian"";""Hollywood FC"";""AM (C)"," ST (C)"";1;90;11",6;9,02;0;2;1;1,26;3;6;0;0;27;35;77,"14;1;1;1;100;1;16;20;80;0;0;0;0;NA;0;0;5;0;0;0;1;2;0;""5-3"";""Cairo City"";""5"";2;1;16;5;5;5;12;10;5;5;5;13;5;5;5;15;5;5;5;14;15;5;5;5;15;16;5;5;5;5;5;20;12;5;15;7;5;5;5;5;5;20;10;5;5;15;5;5;5",,,
"Sam Siege;""American"";""Tokyo S.C."";""D (R)"";1;90;11",5;7,02;0;0;0;0,2;1;2;0;0;68;74;91,89;1;0;1;0;1;9;11;81,"82;0;0;1;1;100;0;2;4;0;0;0;0;0;0;""2-3"";""FC Rio"";""5"";2;1;10;5;10;10;13;10;10;5;5;13;13;7;7;13;10;7;5;5;7;7;7;5;10;10;5;7;6;5;10;20;10;5;10;10;5;10;5;5;5;20;10;10;10;8;5;10;10",,,
"Scott Sterling;""American"";""Hollywood FC"";""GK"";1;90;6;6",6;0;0;0;0;0;0;0;0;25;37;67,"57;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;1;0;1;0;0;0;1;0;""5-3"";""Cairo City"";""5"";2;1;11;12;5;13;10;7;7;10;10;10;10;5;5;13;5;5;5;5;10;5;7;11;5;12;10;5;5;5;5;20;5;12;5;10;8;12;10;13;10;20;7;5;10;12;10;10;7",,,,,,
"Shion Okamoto;""Japanese"";""CF Catalunya"";""M/AM (R)"";1;90;14",6;7,09;0;0;0;0,29;2;3;0;0;74;81;91,36;1;0;4;0;1;11;13;84,"62;0;3;0;0;NA;0;0;4;0;0;0;2;5;0;""1-1"";""Inter London"";""5"";2;1;15;5;5;10;10;5;5;5;5;10;8;5;10;10;5;14;5;5;10;12;5;5;5;5;5;5;10;5;5;20;14;5;13;14;5;5;5;5;5;20;5;5;10;14;5;10;12",,,
"Sky Ryze;""Canadian"";""FC Rio"";""AM (LC)"," ST (C)"";1;90;13",3;8,08;0;0;1;0,62;5;11;0;0;26;29;89,66;1;0;0;NA;1;19;27;70,"37;3;0;1;1;100;0;1;5;0;0;0;0;6;0;""3-2"";""Tokyo S.C."";""5"";2;1;9;5;9;8;11;13;12;5;5;11;6;5;5;9;9;7;5;11;11;5;5;5;13;15;5;5;5;5;5;20;11;5;9;10;7;5;5;5;5;20;14;5;11;10;5;7;9",,
"Spack Jarrow;""Zambian"";""Hollywood FC"";""D (LC)"," DM"";1;90;10",9;6,9;0;0;0;0,08;0;1;0;0;45;47;95,74;0;0;0;NA;0;17;19;89,"47;3;0;0;0;NA;0;4;17;0;0;0;1;0;1;""5-3"";""Cairo City"";""5"";2;1;14;5;7;12;7;10;7;5;5;7;7;5;5;12;7;7;5;5;10;5;5;5;11;13;5;5;5;5;13;20;8;5;13;10;5;12;5;5;5;20;12;15;7;7;5;7;7",,
"Squall Vercetti;""Canadian"";""Tokyo S.C."";""D (C)"";1;90;11",1;6,58;0;0;0;0;0;0;0;0;65;69;94,"2;0;0;0;NA;0;8;10;80;4;0;0;0;NA;0;5;10;0;0;0;1;0;0;""2-3"";""FC Rio"";""5"";2;1;7;5;12;7;12;7;12;5;5;13;10;7;7;12;10;7;5;5;12;5;5;5;13;13;5;5;5;6;14;20;5;5;12;13;5;13;5;5;5;20;13;13;5;12;5;10;7",,,,,
"Tiki Taka;""Polish"";""Hollywood FC"";""AM (L)"," ST (C)"";1;90;12",3;7,52;0;0;1;0,0499999999999998;0;1;0;0;32;36;88,89;2;1;5;20;2;4;12;33,"33;0;0;3;3;100;0;1;1;0;0;0;2;3;1;""5-3"";""Cairo City"";""5"";2;1;12;5;5;7;10;7;5;5;5;10;10;5;7;15;10;14;5;15;8;5;5;5;14;5;5;5;5;5;5;20;13;5;18;7;5;5;5;5;5;20;16;5;5;11;5;8;11",,
"Tim Possible;""Mexican"";""FC Rio"";""D/WB/M (L)"";1;90;14;8",1;0;0;1;0;0;0;0;0;23;27;85,19;7;8;24;33,"33;1;3;3;100;0;8;1;1;100;0;0;4;0;0;0;0;3;0;""3-2"";""Tokyo S.C."";""5"";2;1;15;5;5;5;5;5;5;5;5;5;5;5;15;5;5;15;5;5;5;5;5;5;5;5;5;5;5;5;5;20;12;5;15;5;5;12;5;5;5;20;5;15;12;15;5;5;5",,,,,
"Timo Reinmann;""Swiss"";""Cairo City"";""D (RL)"," WB (R)"";1;90;13",7;6,72;0;0;0;0;0;0;0;0;31;35;88,57;3;5;13;38,46;0;8;13;61,54;1;2;5;6;83,"33;1;1;4;0;1;0;4;5;0;""3-5"";""Hollywood FC"";""5"";2;1;14;5;10;10;10;10;8;5;5;9;7;5;12;9;8;12;5;5;11;6;5;5;9;10;5;5;5;5;10;20;9;5;15;11;5;9;5;5;5;20;9;10;5;11;5;11;10",
"Tony Yeboah;""Ghanaian"";""Inter London"";""GK"";1;90;6",5;6,4;0;0;0;0;0;0;0;0;6;39;15,"38;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""1-1"";""CF Catalunya"";""5"";2;1;9;12;5;12;12;8;7;11;11;12;12;5;5;10;9;5;5;5;10;5;5;13;5;12;12;5;5;5;5;20;5;13;8;10;5;9;6;16;9;20;8;5;6;5;10;8;7",,,,,
"Vins Vins;""Vietnamese"";""CF Catalunya"";""D (RL)"";1;90;13",2;6,6;0;0;0;0;0;0;0;0;59;64;92,19;2;2;12;16,"67;0;3;4;75;0;1;2;2;100;1;2;3;0;0;0;1;0;0;""1-1"";""Inter London"";""5"";2;1;9;5;5;9;8;10;5;5;5;9;9;9;9;9;6;10;5;8;8;5;9;5;8;8;5;10;10;8;8;20;9;5;10;9;5;9;5;5;5;20;10;10;9;8;5;10;9",,,,
"Xabi Akinfenwa;""Russian"";""Tokyo S.C."";""DM"";1;90;14",7;6,8;0;0;0;0;0;0;0;0;56;65;86,"15;2;1;2;50;2;3;3;100;0;0;2;2;100;0;0;3;0;0;0;2;0;0;""2-3"";""FC Rio"";""5"";2;1;11;5;5;12;10;12;5;5;5;11;7;5;9;13;5;9;5;10;13;7;5;5;8;7;5;6;10;5;11;20;7;5;11;13;5;10;5;5;5;20;8;11;7;12;5;11;10",,,,,
"Xherdan Xhaka;""Swiss"";""CF Catalunya"";""D (RL)"," WB (R)"";1;90;13",8;6,48;0;0;1;0;0;0;0;0;70;85;82,35;2;1;8;12,"5;0;4;4;100;0;1;0;1;0;0;0;6;0;1;0;1;1;0;""1-1"";""Inter London"";""5"";2;1;12;5;5;5;11;7;5;5;5;10;8;5;12;11;5;11;5;5;11;5;5;5;5;8;5;5;5;5;12;20;11;5;13;11;5;13;5;5;5;20;8;11;12;11;5;11;13",,,
"Zinedine Gintonic;""Dutch"";""Athênai F.C."";""M/AM (C)"";1;90;13",5;7,3;0;0;1;0,15;0;1;0;0;37;42;88,"1;5;1;2;50;1;2;5;40;0;0;1;1;100;1;0;0;0;0;0;1;2;0;""4-1"";""Montréal United"";""5"";2;1;12;5;7;11;12;11;5;5;5;11;11;5;10;12;5;13;5;10;12;12;5;5;5;6;5;8;11;5;7;20;12;5;12;14;5;10;5;5;5;20;10;11;11;12;5;12;11",,,,
"A Singular Tub of FazeBerry ® GFuel ® Energy Formula - The Official Drink of ESports ®;""American"";""Athênai F.C."";""WB/M (R)"";1;90;12",9;6,6;0;0;0;0;0;0;0;0;35;39;89,"74;0;0;5;0;0;4;5;80;0;2;0;0;NA;0;5;1;0;0;0;1;3;0;""2-1"";""Cairo City"";""6"";2;1;13;5;7;13;10;10;6;5;5;9;7;8;9;8;7;10;5;10;9;8;7;5;7;9;5;8;9;5;9;20;9;5;13;10;5;9;5;5;5;20;10;8;9;9;5;9;10",,,,,
"Adam Rage;""Italian"";""Montréal United"";""GK"";1;90;6",8;7,78;0;0;0;0;0;0;0;0;48;57;84,"21;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""2-0"";""FC Rio"";""6"";2;1;5;11;7;14;9;5;9;11;8;9;11;5;5;12;11;5;10;5;10;5;5;11;5;5;9;10;5;5;5;20;5;10;5;10;5;9;9;10;10;20;5;5;6;5;10;7;5",,,,,
"Aleksandar Stojakovic;""Serbian"";""CF Catalunya"";""D (C)"," DM"";1;90;11",3;6,62;0;0;0;0;0;0;0;0;65;65;100;0;0;1;0;0;8;9;88,"89;1;0;0;1;0;0;2;7;0;0;0;1;1;0;""2-2"";""Tokyo S.C."";""6"";2;1;12;5;10;5;12;10;11;5;5;10;10;5;5;10;5;5;5;5;10;5;5;5;11;10;5;10;5;5;14;20;5;5;13;10;5;13;5;5;5;20;13;13;11;10;5;10;12",,,,
"Alessio Calvatore;""Italian"";""Cairo City"";""DM"," M (C)"";1;90;12",4;6,6;0;0;0;0,06;0;1;0;0;68;73;93,"15;0;1;1;100;0;1;1;100;0;0;0;0;NA;0;2;1;0;0;0;2;0;0;""1-2"";""Athênai F.C."";""6"";2;1;13;5;5;10;9;10;10;5;5;12;9;5;5;13;8;9;5;9;12;5;9;5;8;9;5;5;10;5;12;20;11;5;13;16;5;10;5;5;5;20;11;12;12;13;5;11;12",,,
"Alexandra Gunnarsson;""Icelandic"";""CF Catalunya"";""GK"";1;90;6",6;7,2;0;0;0;0;0;0;0;0;24;27;88,"89;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""2-2"";""Tokyo S.C."";""6"";2;1;10;13;7;13;12;8;10;11;10;12;10;5;5;10;7;5;5;5;8;5;5;11;5;5;8;5;5;5;5;20;5;13;10;8;5;12;7;13;10;20;8;5;8;8;5;8;8",,,,,
"Alfredo Puttanesca;""Canadian"";""Hollywood FC"";""DM"," M (C)"";1;90;12",4;7,22;0;0;0;0;0;0;0;0;73;76;96,05;2;0;0;NA;2;2;3;66,"67;0;0;0;0;NA;0;1;0;0;1;0;1;0;0;""5-2"";""Inter London"";""6"";2;1;16;5;5;13;13;5;5;5;5;8;10;5;5;13;5;5;5;5;10;5;5;5;5;5;5;5;5;5;11;20;5;5;15;11;5;13;5;5;5;20;14;13;10;5;5;5;13",,,
"Ask Jeeves;""Welsh"";""Cairo City"";""D (L)"," WB (RL)"";1;90;12",8;6,92;0;0;0;0;0;0;0;0;39;46;84,78;1;1;6;16,"67;1;9;12;75;1;4;3;4;75;0;5;10;0;1;0;3;2;1;""1-2"";""Athênai F.C."";""6"";2;1;17;5;5;12;5;13;5;5;5;9;5;5;16;9;5;13;5;6;9;5;5;5;5;5;5;5;5;5;13;20;7;5;18;10;5;9;5;5;5;20;12;13;5;10;5;7;10",,,
"Awesome McPossum;""Italian"";""CF Catalunya"";""M/AM (C)"";1;90;15",4;6,9;0;0;0;0,0800000000000001;0;1;0;0;44;51;86,27;2;2;5;40;2;4;6;66,"67;0;0;1;1;100;0;1;3;0;0;0;3;1;1;""2-2"";""Tokyo S.C."";""6"";2;1;11;5;7;10;10;10;5;5;5;11;10;5;7;12;9;13;5;10;12;11;10;5;5;5;5;5;10;5;7;20;11;5;14;12;5;11;5;5;5;20;7;7;11;12;5;12;13",,,
"Ayomide Ayodele;""Nigerian"";""Cairo City"";""AM (L)"";1;90;13",2;6;0;0;0;0;0;0;0;0;38;47;80,"85;0;0;2;0;0;4;5;80;0;2;2;2;100;0;1;0;0;1;0;4;1;2;""1-2"";""Athênai F.C."";""6"";2;1;10;5;5;10;9;10;5;5;5;10;10;5;10;10;10;10;5;10;10;10;10;5;5;5;5;10;10;5;5;20;7;5;10;10;10;10;5;5;5;20;10;5;10;10;5;10;10",,,,,,
"Blueberry Poptart;""American"";""CF Catalunya"";""DM"," M (C)"";1;90;14",6;6,9;0;0;0;0,22;1;1;0;0;73;80;91,25;2;1;3;33,"33;0;3;3;100;0;0;0;0;NA;0;2;0;0;0;0;0;1;0;""2-2"";""Tokyo S.C."";""6"";2;1;10;5;5;10;11;10;7;5;5;11;10;8;8;12;9;11;5;7;12;5;5;5;10;10;5;7;7;5;10;20;10;5;10;12;5;11;5;5;5;20;10;10;11;12;5;12;14",,
"BOT Tutankhamunt;""Australian"";""Cairo City"";""D (C)"";1;90;9",9;6,68;0;0;0;0;1;1;0;0;51;55;92,73;0;0;0;NA;0;7;8;87,"5;1;0;3;3;100;0;3;8;0;0;0;1;1;0;""1-2"";""Athênai F.C."";""6"";2;1;7;5;8;7;8;7;8;5;5;8;8;5;5;8;5;5;5;5;5;5;5;5;11;11;5;5;5;5;11;20;5;3;8;5;5;11;5;3;5;20;11;11;5;5;5;5;5",,,,
"Bud-Lite ""Large Box"" McGuirk;""American"";""Inter London"";""DM"," M/AM (C)"";1;90;12",6;6,1;0;0;0;0,03;0;1;0;0;34;37;91,"89;0;0;0;NA;0;2;2;100;0;0;1;1;100;0;1;2;0;1;0;4;0;0;""2-5"";""Hollywood FC"";""6"";2;1;12;5;5;10;10;10;5;5;5;5;5;5;5;10;9;10;5;5;12;10;5;5;10;10;5;5;5;5;10;20;10;5;13;13;5;10;5;5;5;20;10;12;10;12;5;12;12",,,
"Budget Busquets;""Spanish"";""CF Catalunya"";""D (C)", DM," M (C)"";1;90;14;7",22;0;0;0;0,07;1;2;0;0;83;93;89,"25;0;0;0;NA;0;7;7;100;2;0;1;1;100;0;3;6;0;0;0;2;0;0;""2-2"";""Tokyo S.C."";""6"";2;1;10;5;5;10;14;10;7;5;5;13;13;5;5;14;7;8;5;5;12;5;5;5;5;14;5;5;5;5;12;20;5;5;11;13;5;12;5;5;5;20;11;12;14;12;5;13;12",,,
"Cal Labovitch;""Swiss"";""Athênai F.C."";""AM (R)"";1;90;13",1;6,2;0;0;0;0,03;1;2;0;0;17;24;70,83;0;1;2;50;0;6;13;46,15;0;2;2;3;66,"67;0;2;0;0;0;0;2;2;0;""2-1"";""Cairo City"";""6"";2;1;10;5;5;11;10;10;5;5;5;10;10;5;11;10;10;11;5;5;11;11;5;5;5;7;5;5;5;6;5;20;10;5;10;10;5;10;5;5;5;20;7;5;10;11;5;10;5",,
"Coffee Biscuit;""Italian"";""Montréal United"";""AM (L)"," ST (C)"";1;90;12",6;7,88;0;1;0;1,01;4;9;0;0;60;72;83,33;0;0;0;NA;0;11;15;73,"33;0;1;1;1;100;0;0;3;0;0;0;1;2;1;""2-0"";""FC Rio"";""6"";2;1;14;5;5;14;10;10;7;5;5;10;7;5;5;10;7;10;5;15;10;8;7;5;10;12;5;5;7;5;5;20;12;5;14;10;5;6;5;5;5;20;10;5;5;10;5;5;10",,
"Cole Mertz;""Irish"";""FC Rio"";""D/WB/M (R)"";1;90;12",7;6,68;0;0;0;0;0;0;0;0;42;48;87,5;1;2;7;28,57;1;6;7;85,"71;0;0;0;0;NA;0;4;8;0;0;0;0;0;0;""0-2"";""Montréal United"";""6"";2;1;10;5;5;10;10;5;5;5;5;5;5;5;12;10;5;10;5;5;10;10;5;5;10;10;5;5;10;5;12;20;10;5;16;10;5;10;5;5;5;20;10;10;9;10;5;10;10",,,
"Connor Azpilicueta;""Gibraltarian"";""Inter London"";""D (C)"";1;90;10",8;6,02;0;0;0;0,03;1;1;0;0;32;35;91,43;0;0;0;NA;0;13;17;76,"47;2;0;0;1;0;0;0;9;0;0;0;2;0;1;""2-5"";""Hollywood FC"";""6"";2;1;12;5;8;11;11;12;10;5;5;10;10;5;5;10;10;7;5;5;7;5;5;5;13;15;5;13;5;5;13;20;5;5;12;9;5;13;5;5;5;20;13;13;11;5;5;8;13",,,
"Darren Lockyer;""Australian"";""Montréal United"";""D (RC)"";1;90;10",2;7,12;0;0;0;0,14;0;1;0;0;74;75;98,67;0;0;0;NA;0;7;17;41,"18;0;0;1;1;100;0;3;2;0;0;0;3;0;0;""2-0"";""FC Rio"";""6"";2;1;11;5;10;10;11;9;10;5;5;11;8;5;10;11;8;10;5;5;11;10;5;5;10;10;5;5;5;9;10;20;11;5;12;12;5;10;5;5;5;20;11;11;10;11;5;10;11",,,
"Davy Mac;""Japanese"";""Cairo City"";""M (LC)"";1;90;13",3;6,52;0;0;0;0,39;0;1;0;0;31;40;77,"5;1;0;1;0;1;4;4;100;1;2;0;0;NA;0;1;1;0;0;0;2;1;0;""1-2"";""Athênai F.C."";""6"";2;1;11;5;8;11;5;10;10;5;5;10;5;10;10;5;10;10;5;10;10;10;10;5;9;11;5;10;10;8;8;20;10;5;7;10;7;5;5;5;5;20;10;6;5;10;5;5;6",,,,
"Deedee Yoker;""Scottish"";""Athênai F.C."";""D/WB (L)"";1;90;13",8;6,52;0;0;0;0,1;0;1;0;0;38;39;97,44;2;2;14;14,"29;0;3;5;60;0;1;0;0;NA;0;2;5;0;1;0;3;3;1;""2-1"";""Cairo City"";""6"";2;1;15;5;5;12;10;12;8;5;5;8;8;5;13;10;10;13;5;8;8;10;5;5;5;5;5;5;5;5;8;20;14;5;16;13;5;10;5;5;5;20;10;10;10;13;5;10;13",,,
